SKU,Name,Description,Short description,Regular price,Categories,Length (mm),Width (mm),Height (mm),Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s)
CB640A-HCQ-DP,Brema 23G Ice Maker w.Internal Storage Bin UpTo 72Kg Production 40Kg Storage AWS R290 refrigerant,"<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB640A-HCQ-DP.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB640A-HCQ-DP_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB640A-HCQ-DP_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB640A-HCQ-DP_3D.dwg"" target=""_blank"">3D</a></p>
",,4796.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",600.0,738.0,920.0,/wp-uploads/comcater/brema/CB640A-HCQ-DP.jpg,Brand,BREMA,Height,920.0,Depth,600.0,Width,738.0
CB840A,Brema 13G Ice Maker With Internal Storage Bin. Up To 85Kg Production 40Kg Storage,"<p>Brema's flagship CB840A Self Contained 13g Ice Cube Maker produces 85kg per day of artisan crystalline ice cubes with 40kg of storage capacity. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 800W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 80kg</p>
<p>Storage: 40kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>80kg per day ice production with 40kg of storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Perfect for restaurants, bars or hotels that require a benchtop of freestanding unit</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB840A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB840A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB840A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB840A_3D.dwg"" target=""_blank"">3D</a></p>
",,4293.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",600.0,738.0,920.0,/wp-uploads/comcater/brema/CB840A.jpg,Brand,BREMA,Height,920.0,Depth,600.0,Width,738.0
CB955A,Brema 13G Ice Maker With Internal Storage Bin. Up To 95Kg Production 55Kg Storage,"<p>Brema's flagship CB955A Self Contained 13g Ice Cube Maker produces 95kg per day of artisan crystalline ice cubes with 55kg of storage capacity. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 850W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 90kg</p>
<p>Storage: 55kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>90kg per day ice production with 55kg of storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Perfect for restaurants, bars or hotels that require a benchtop of freestanding unit</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CB955A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CB955A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CB955A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CB955A_3D.dwg"" target=""_blank"">3D</a></p>
",,4521.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",600.0,738.0,1020.0,/wp-uploads/comcater/brema/CB955A.jpg,Brand,BREMA,Height,1020.0,Depth,600.0,Width,738.0
CCE10,Brema Quick Change Filter System With 250Mm Cartridge,"<p>Brema Quick Change Filter System, 250mm Cartridge to suit <500kg production</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CCE10.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CCE10_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CCE10_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CCE10_3D.dwg"" target=""_blank"">3D</a></p>
",,319.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/CCE10.jpg,Brand,BREMA,Height,,Depth,,Width,
CCE15,Brema Quick Change Filter System Complete With 380Mm Cartridge,"<p>Brema Quick Change Filter System, 380mm Cartridge to suit >500kg production</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/CCE15.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/CCE15_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/CCE15_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/CCE15_3D.dwg"" target=""_blank"">3D</a></p>
",,373.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/CCE15.jpg,Brand,BREMA,Height,,Depth,,Width,
COMCASTOR1,Brema Castor Twin Wheel Rubber Without Brake,"<p>Brema caster twin wheel rubber W/O brake</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/COMCASTOR1.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/COMCASTOR1_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/COMCASTOR1_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/COMCASTOR1_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",27.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/COMCASTOR1.jpg,Brand,BREMA,Height,,Depth,,Width,
COMCASTOR2,Brema Castor Twin Wheel Rubber With Brake,"<p>Brema caster twin wheel rubber with brake</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/COMCASTOR2.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/COMCASTOR2_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/COMCASTOR2_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/COMCASTOR2_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",37.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/COMCASTOR2.jpg,Brand,BREMA,Height,,Depth,,Width,
DRB100,Brema 125Kg Storage Bin With Two Rollers.  Requires Cover Assembly,"<p>Brema's DRB100 is a stainless steel structure with two 108kg capacity polyethylene moulded trolleys for transporting ice cubes or flakes. When coupled with a modular head, the DRB100 generously stores ice to meet peak demand times for a range of applications.</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>Can be coupled with: TM250/450, G280/510 (x2), M350/600.</li>
    <li>Two 108kg storage capacity trolleys, 17kg capacity head</li>
    <li>Stainless steel 18/8 construction</li>
    <li>Polyethylene moulded trolleys</li>
    <li>Durable castors</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Suitable for ice collection and transport</li>
    <li>Polyethylene insulation designed for maximum ice retention</li>
    <li>internally insulated to assure the perfect ice conservation</li>
    <li>Durable stainless steel exterior</li>
    <li>Perfect all in one ice storage and transport solution</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/DRB100.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/DRB100_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/DRB100_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/DRB100_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",9367.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",1060.0,1560.0,1484.0,/wp-uploads/comcater/brema/DRB100.jpg,Brand,BREMA,Height,1484.0,Depth,1060.0,Width,1560.0
DRB1200,Brema  1200Kg Storage Bin With Two Rollers.  Requires Cover Assembly,"<p>Brema 1200kg storage bin with two rollers.  Requires cover assembly.</p>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/DRB1200.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/DRB1200_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/DRB1200_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/DRB1200_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",23212.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",1330.0,1560.0,2460.0,/wp-uploads/comcater/brema/DRB1200.jpg,Brand,BREMA,Height,2460.0,Depth,1330.0,Width,1560.0
DRB500,Brema  500Kg Storage Bin With Two Rollers.  Requires Cover Assembly,"<p>The Brema DRB500 is a stainless steel structure with two 108kg capacity  polyethylene moulded trolleys for transporting ice cubes or flakes.  When coupled with a modular head, the DRB500 generously stores  ice to meet peak demand times for a range of applications.</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>Can be coupled with: TM450, G510 (x2), G1000, M600, 800/1500</li>
    <li>Two 108kg storage capacity trolleys, plus massive 300kg head storage</li>
    <li>Stainless steel 18/8 construction</li>
    <li>Polyethylene moulded trolleys</li>
    <li>Durable castors</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Suitable for ice collection and transport</li>
    <li>Polyethylene insulation designed for maximum ice retention</li>
    <li>Piano hinged door for easy access to ice</li>
    <li>Durable stainless steel exterior</li>
    <li>Perfect all in one ice storage and transport solution</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/DRB500.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/DRB500_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/DRB500_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/DRB500_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",16478.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",1330.0,1560.0,1780.0,/wp-uploads/comcater/brema/DRB500.jpg,Brand,BREMA,Height,1780.0,Depth,1330.0,Width,1560.0
DSS42A,Brema 13G Ice Maker with Push-Button Dispenser and Bin. 44Kg Production 12Kg Storage,"<p>Brema's Special Series DSS42A 13g Ice Cube Maker produces 44kg per day of artisan crystalline ice cubes with 12kg of storage capacity while also featuring a push button ice dispenser. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 450W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 42kg</p>
<p>Storage: 12kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>42kg per day ice production, 12kg of storage plus push button ice dispensing</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Push button ice dispenser offers the perfect solution for bars and means no direct contact with ice</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/DSS42A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/DSS42A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/DSS42A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/DSS42A_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",4922.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",630.0,500.0,920.0,/wp-uploads/comcater/brema/DSS42A.jpg,Brand,BREMA,Height,920.0,Depth,630.0,Width,500.0
FRESHMAKER,Brema 13G Bench Top Ice Cuber With Cold Water Dispenser,"<p>Brema's Special Series FRESH-MAKER 13g Ice Cube Maker produces 22kg per day of artisan crystalline ice cubes with 4kg of storage capacity while also featuring a cold water dispenser. The elegant and impactful 13g Cube maximises profits by holding its temperature and melts vastly slower than its competitors, meaning your beverage on the rocks truly stays on the rocks.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 320W</p>
<p>Type of Ice: 13g</p>
<p>Production (in 24 hours): 21kg</p>
<p>Storage: 4kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>21kg per day ice production, 4kg of storage plus cold water dispenser</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>In built cold water dispenser provides perfect solution for café's and bars</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds gradually build cubes as it freezes for long lasting crystalline cubes</li>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/FRESHMAKER.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/FRESHMAKER_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/FRESHMAKER_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/FRESHMAKER_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",3299.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",430.0,540.0,435.0,/wp-uploads/comcater/brema/FRESHMAKER.jpg,Brand,BREMA,Height,435.0,Depth,430.0,Width,540.0
G1000A,Brema Granular Ice Flaker Without Bin. Up To 1000Kg Production,"<p>Brema's G Series G1000A Granular Ice Flake Maker produces a staggering 1000kg per day of snowflake ice that perfectly accompanies any drink or fresh food display. This highly versatile granular ice is loved by restaurants, fishmongers and hospitals alike as it is easy to handle and can adapt to any use, from the highly practical to the strikingly creative.</p>
<p>&nbsp;</p>
<p>Connection: 240v 15a</p>
<p>Energy: 3200W</p>
<p>Type of Ice: Granular</p>
<p>Production (in 24 hours): 1000kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>Staggering 1000kg per day ice production and compatible with 550kg storage bin</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Powerful gear motor and auger system</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>The perfect solution for large self serve restaurants, hotels, buffets, hospitals and fish mongers</li>
    <li>Simple yet effective gear motor ensures low running costs and longest possible machine life</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>Superior flakes provide immediate refrigeration effect</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 415</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/G1000A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/G1000A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/G1000A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/G1000A_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",17337.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",684.0,934.0,700.0,/wp-uploads/comcater/brema/G1000A.jpg,Brand,BREMA,Height,700.0,Depth,684.0,Width,934.0
G160A,Brema Modular Flaker With 160Kg Production Per 24 Hours. Requires Cover Assembly,"<p>Brema's G Series G160A Granular Ice Flake Maker produces 160kg per day of snowflake ice that perfectly accompanies any drink or fresh food display. This highly versatile ice is loved by restaurants, fishmongers and hospitals alike as it is easy to handle and can adapt to any use, from the highly practical to the strikingly creative.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 650W</p>
<p>Type of Ice: Granular</p>
<p>Production (in 24 hours): 160kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>Large 160kg per day ice production and compatible with 100-240kg storage bins</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Powerful gear motor and auger system</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>The perfect solution for large self serve restaurants, hotels, buffets, hospitals and fish mongers</li>
    <li>Simple yet effective gear motor ensures low running costs and longest possible machine life</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>Superior flakes provide immediate refrigeration effect</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/G160A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/G160A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/G160A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/G160A_3D.dwg"" target=""_blank"">3D</a></p>
",,5808.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",569.0,560.0,600.0,/wp-uploads/comcater/brema/G160A.jpg,Brand,BREMA,Height,600.0,Depth,569.0,Width,560.0
G160A-HC,Brema Modular Flaker With 157Kg Production Per 24 Hours. R290 refrigerant.,"<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 36 / 36 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/G160A-HC.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/G160A-HC_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/G160A-HC_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/G160A-HC_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",5808.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",569.0,560.0,600.0,/wp-uploads/comcater/brema/G160A-HC.jpg,Brand,BREMA,Height,600.0,Depth,569.0,Width,560.0
G280A,Brema Modular Flaker With 280Kg Production Per 24 Hours. Requires Cover Assembly,"<p>Brema's G Series G280A Granular Ice Flake Maker produces 280kg per day of snowflake ice that perfectly accompanies any drink or fresh food display. This highly versatile ice is loved by restaurants, fishmongers and hospitals alike as it is easy to handle and can adapt to any use, from the highly practical to the strikingly creative.</p>
<p>&nbsp;</p>
<p>Connection: 240v 15a</p>
<p>Energy: 1050W</p>
<p>Type of Ice: Granular</p>
<p>Production (in 24 hours): 280kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>Large 280kg per day ice production and compatible with large range of storage bins</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Powerful gear motor and auger system</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>The perfect solution for large self serve restaurants, hotels, buffets, hospitals and fish mongers</li>
    <li>Simple yet effective gear motor ensures low running costs and longest possible machine life</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>Superior flakes provide immediate refrigeration effect</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 15</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/G280A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/G280A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/G280A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/G280A_3D.dwg"" target=""_blank"">3D</a></p>
",,7494.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",569.0,560.0,695.0,/wp-uploads/comcater/brema/G280A.jpg,Brand,BREMA,Height,695.0,Depth,569.0,Width,560.0
G280A-HC,Brema Modular Flaker With 280Kg Prod 24 Hours. R290 refrigerant. Cover Assembly req.,"<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 15</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/G280A-HC.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/G280A-HC_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/G280A-HC_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/G280A-HC_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",7494.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",569.0,560.0,695.0,/wp-uploads/comcater/brema/G280A-HC.jpg,Brand,BREMA,Height,695.0,Depth,569.0,Width,560.0
